place,pays
http://dbpedia.org/resource/Adelaide,http://dbpedia.org/resource/Australia
http://dbpedia.org/resource/Aden,http://dbpedia.org/resource/Yemen
http://dbpedia.org/resource/Adjud,http://dbpedia.org/resource/Romania
http://dbpedia.org/resource/Adria,http://dbpedia.org/resource/Italy
"http://dbpedia.org/resource/Adrian,_Michigan",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Affori,http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Afula,http://dbpedia.org/resource/Israel
http://dbpedia.org/resource/Afyonkarahisar,http://dbpedia.org/resource/Turkey
http://dbpedia.org/resource/Agdam,http://dbpedia.org/resource/Azerbaijan
"http://dbpedia.org/resource/Agdash,_Azerbaijan",http://dbpedia.org/resource/Azerbaijan
http://dbpedia.org/resource/Agen,http://dbpedia.org/resource/France
"http://dbpedia.org/resource/Agios_Amvrosios,_Kyrenia",http://dbpedia.org/resource/Cyprus
http://dbpedia.org/resource/Agnita,http://dbpedia.org/resource/Romania
http://dbpedia.org/resource/Agouni_Gueghrane,http://dbpedia.org/resource/Algeria
"http://dbpedia.org/resource/Agoura,_California",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Agrigento,http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Agrinio,http://dbpedia.org/resource/Greece
"http://dbpedia.org/resource/Aguada,_Puerto_Rico",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Aguadilla,_Puerto_Rico",http://dbpedia.org/resource/Puerto_Rico
http://dbpedia.org/resource/Aguascalientes,http://dbpedia.org/resource/Mexico
"http://dbpedia.org/resource/Aguascalientes,_Aguascalientes",http://dbpedia.org/resource/Mexico
http://dbpedia.org/resource/Ahlen,http://dbpedia.org/resource/Germany
http://dbpedia.org/resource/Ahmadsargurab,http://dbpedia.org/resource/Iran
http://dbpedia.org/resource/Ahmedabad,http://dbpedia.org/resource/India
http://dbpedia.org/resource/Ahmednagar,http://dbpedia.org/resource/India
"http://dbpedia.org/resource/Ahoskie,_North_Carolina",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Ahvaz,http://dbpedia.org/resource/Iran
"http://dbpedia.org/resource/Aibonito,_Puerto_Rico",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Aichi_Prefecture,http://dbpedia.org/resource/Japan
http://dbpedia.org/resource/Aielo_de_Malferit,http://dbpedia.org/resource/Spain
http://dbpedia.org/resource/Aigburth,http://dbpedia.org/resource/England
http://dbpedia.org/resource/Aigburth,http://dbpedia.org/resource/United_Kingdom
"http://dbpedia.org/resource/Aiken,_South_Carolina",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Aileu,http://dbpedia.org/resource/East_Timor
http://dbpedia.org/resource/Ain_Bni_Mathar,http://dbpedia.org/resource/Morocco
http://dbpedia.org/resource/Ainring,http://dbpedia.org/resource/Germany
"http://dbpedia.org/resource/Ainsworth,_Greater_Manchester",http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Aisne,http://dbpedia.org/resource/France
"http://dbpedia.org/resource/Aitkin,_Minnesota",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Aix-en-Provence,http://dbpedia.org/resource/France
http://dbpedia.org/resource/Aizawl,http://dbpedia.org/resource/India
"http://dbpedia.org/resource/Aizubange,_Fukushima",http://dbpedia.org/resource/Japan
"http://dbpedia.org/resource/Aizuwakamatsu,_Fukushima",http://dbpedia.org/resource/Japan
http://dbpedia.org/resource/Ajaccio,http://dbpedia.org/resource/France
"http://dbpedia.org/resource/Ajax,_Ontario",http://dbpedia.org/resource/Canada
http://dbpedia.org/resource/Akersloot,http://dbpedia.org/resource/Netherlands
http://dbpedia.org/resource/Akhaltsikhe,http://dbpedia.org/resource/Georgia
http://dbpedia.org/resource/Akhmim,http://dbpedia.org/resource/Egypt
"http://dbpedia.org/resource/Akita,_Akita",http://dbpedia.org/resource/Japan
http://dbpedia.org/resource/Akita_Prefecture,http://dbpedia.org/resource/Japan
http://dbpedia.org/resource/Aklavik,http://dbpedia.org/resource/Canada
http://dbpedia.org/resource/Akluj,http://dbpedia.org/resource/India
"http://dbpedia.org/resource/Akron,_New_York",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Akron,_Ohio",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Akure,http://dbpedia.org/resource/Nigeria
http://dbpedia.org/resource/Akwa_Ibom,http://dbpedia.org/resource/Nigeria
http://dbpedia.org/resource/Al-Hasakah,http://dbpedia.org/resource/Syria
http://dbpedia.org/resource/Al-Suwayda,http://dbpedia.org/resource/Syria
http://dbpedia.org/resource/Al_Ain,http://dbpedia.org/resource/United_Arab_Emirates
http://dbpedia.org/resource/Al_Husn,http://dbpedia.org/resource/Jordan
http://dbpedia.org/resource/Al_Jazirah_(state),http://dbpedia.org/resource/Sudan
http://dbpedia.org/resource/Alabama,http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Alabang,http://dbpedia.org/resource/Philippines
http://dbpedia.org/resource/Alagoas,http://dbpedia.org/resource/Brazil
"http://dbpedia.org/resource/Alameda_County,_California",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Alamo,_Texas",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Alamosa,_Colorado",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Alappuzha,http://dbpedia.org/resource/India
http://dbpedia.org/resource/Alappuzha_district,http://dbpedia.org/resource/India
http://dbpedia.org/resource/Alaska,http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Alavere,_Harju_County",http://dbpedia.org/resource/Estonia
"http://dbpedia.org/resource/Alba,_Piedmont",http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Alba_County,http://dbpedia.org/resource/Romania
http://dbpedia.org/resource/Alba_County,http://dbpedia.org/resource/Kingdom_of_Romania
http://dbpedia.org/resource/Alba_Iulia,http://dbpedia.org/resource/Romania
http://dbpedia.org/resource/Albacete,http://dbpedia.org/resource/Spain
http://dbpedia.org/resource/Albadaria,http://dbpedia.org/resource/Guinea
http://dbpedia.org/resource/Albalate_de_Cinca,http://dbpedia.org/resource/Spain
"http://dbpedia.org/resource/Albany,_California",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Albany,_Georgia",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Albany,_New_York",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Albany,_Oregon",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Albany,_Western_Australia",http://dbpedia.org/resource/Australia
"http://dbpedia.org/resource/Albany_Creek,_Queensland",http://dbpedia.org/resource/Australia
"http://dbpedia.org/resource/Albemarle,_North_Carolina",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Albert_Lea,_Minnesota",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Albi,http://dbpedia.org/resource/France
http://dbpedia.org/resource/Alborán_Island,http://dbpedia.org/resource/Spain
"http://dbpedia.org/resource/Albuquerque,_New_Mexico",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Albury,http://dbpedia.org/resource/Australia
http://dbpedia.org/resource/Alcalá_de_Henares,http://dbpedia.org/resource/Spain
"http://dbpedia.org/resource/Alcoa,_Tennessee",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Alcoy,_Spain",http://dbpedia.org/resource/Spain
http://dbpedia.org/resource/Aldershot,http://dbpedia.org/resource/Hampshire
http://dbpedia.org/resource/Aldershot,http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Aldgate,http://dbpedia.org/resource/United_Kingdom
"http://dbpedia.org/resource/Aledo,_Illinois",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Aleksinac,http://dbpedia.org/resource/Serbia
http://dbpedia.org/resource/Alençon,http://dbpedia.org/resource/France
http://dbpedia.org/resource/Aleppo,http://dbpedia.org/resource/Syria
http://dbpedia.org/resource/Alert_Bay,http://dbpedia.org/resource/Canada
http://dbpedia.org/resource/Alessandria,http://dbpedia.org/resource/Italy
"http://dbpedia.org/resource/Alexandra,_Gauteng",http://dbpedia.org/resource/South_Africa
http://dbpedia.org/resource/Alexandria,http://dbpedia.org/resource/Egypt
"http://dbpedia.org/resource/Alexandria,_Virginia",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Aleysk,http://dbpedia.org/resource/Russia
http://dbpedia.org/resource/Algeciras,http://dbpedia.org/resource/Spain
http://dbpedia.org/resource/Alghero,http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Algiers,http://dbpedia.org/resource/Algeria
http://dbpedia.org/resource/Algiers_Province,http://dbpedia.org/resource/Algeria
"http://dbpedia.org/resource/Algoma,_Mississippi",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Algonac,_Michigan",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Alhambra,_California",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Alicante,http://dbpedia.org/resource/Spain
http://dbpedia.org/resource/Alice_Springs,http://dbpedia.org/resource/Australia
"http://dbpedia.org/resource/Aligarh,_Uttar_Pradesh",http://dbpedia.org/resource/India
http://dbpedia.org/resource/Alingsås,http://dbpedia.org/resource/Sweden
http://dbpedia.org/resource/Alkmaar,http://dbpedia.org/resource/Netherlands
http://dbpedia.org/resource/Allauch,http://dbpedia.org/resource/France
"http://dbpedia.org/resource/Allen,_Texas",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Allen_Park,_Michigan",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Allentown,_Pennsylvania",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Allerton,_Liverpool",http://dbpedia.org/resource/England
"http://dbpedia.org/resource/Allerton,_Liverpool",http://dbpedia.org/resource/United_Kingdom
"http://dbpedia.org/resource/Allerton,_West_Yorkshire",http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Allerød_Municipality,http://dbpedia.org/resource/Denmark
http://dbpedia.org/resource/Allier,http://dbpedia.org/resource/German_military_administration_in_occupied_France_during_World_War_II
http://dbpedia.org/resource/Allinge-Sandvig,http://dbpedia.org/resource/Denmark
"http://dbpedia.org/resource/Allora,_Queensland",http://dbpedia.org/resource/Australia
"http://dbpedia.org/resource/Alma,_Arkansas",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Alma,_Quebec",http://dbpedia.org/resource/Canada
http://dbpedia.org/resource/Almaty,http://dbpedia.org/resource/Kazakhstan
http://dbpedia.org/resource/Almaty_Region,http://dbpedia.org/resource/Kazakhstan
http://dbpedia.org/resource/Almelo,http://dbpedia.org/resource/Netherlands
http://dbpedia.org/resource/Almenar,http://dbpedia.org/resource/Spain
http://dbpedia.org/resource/Almenno_San_Bartolomeo,http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Almere,http://dbpedia.org/resource/Netherlands
http://dbpedia.org/resource/Almería,http://dbpedia.org/resource/Spain
http://dbpedia.org/resource/Almondsbury,http://dbpedia.org/resource/England
http://dbpedia.org/resource/Almondsbury,http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Alnwick,http://dbpedia.org/resource/United_Kingdom
"http://dbpedia.org/resource/Alona,_Cyprus",http://dbpedia.org/resource/Cyprus
http://dbpedia.org/resource/Alsace,http://dbpedia.org/resource/France
http://dbpedia.org/resource/Alsfeld,http://dbpedia.org/resource/Germany
http://dbpedia.org/resource/Alsvåg,http://dbpedia.org/resource/Norway
"http://dbpedia.org/resource/Altadena,_California",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Altai_Krai,http://dbpedia.org/resource/Russia
"http://dbpedia.org/resource/Altamira,_Puerto_Plata",http://dbpedia.org/resource/Dominican_Republic
http://dbpedia.org/resource/Altarnun,http://dbpedia.org/resource/United_Kingdom
"http://dbpedia.org/resource/Altdorf,_Switzerland",http://dbpedia.org/resource/Switzerland
http://dbpedia.org/resource/Altensteig,http://dbpedia.org/resource/Germany
"http://dbpedia.org/resource/Altmar,_New_York",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Alto_Garças,http://dbpedia.org/resource/Brazil
http://dbpedia.org/resource/Alto_Santo,http://dbpedia.org/resource/Brazil
"http://dbpedia.org/resource/Alton,_Hampshire",http://dbpedia.org/resource/Hampshire
"http://dbpedia.org/resource/Alton,_Hampshire",http://dbpedia.org/resource/United_Kingdom
"http://dbpedia.org/resource/Alton,_Illinois",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Altona,_Hamburg",http://dbpedia.org/resource/Germany
http://dbpedia.org/resource/Altrincham,http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Alucra,http://dbpedia.org/resource/Turkey
"http://dbpedia.org/resource/Alum_Rock,_Birmingham",http://dbpedia.org/resource/England
"http://dbpedia.org/resource/Alum_Rock,_Birmingham",http://dbpedia.org/resource/West_Midlands_(county)
"http://dbpedia.org/resource/Alum_Rock,_Birmingham",http://dbpedia.org/resource/United_Kingdom
"http://dbpedia.org/resource/Alva,_Oklahoma",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Alverstoke,http://dbpedia.org/resource/Hampshire
http://dbpedia.org/resource/Alverstoke,http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Alwar,http://dbpedia.org/resource/India
http://dbpedia.org/resource/Alytus,http://dbpedia.org/resource/Lithuania
http://dbpedia.org/resource/Alzey,http://dbpedia.org/resource/Germany
http://dbpedia.org/resource/Alès,http://dbpedia.org/resource/France
http://dbpedia.org/resource/Amalfi,http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Amami_Ōshima,http://dbpedia.org/resource/Japan
http://dbpedia.org/resource/Amantea,http://dbpedia.org/resource/Italy
"http://dbpedia.org/resource/Amarillo,_Texas",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Amasya,http://dbpedia.org/resource/Turkey
http://dbpedia.org/resource/Amazonas_(Brazilian_state),http://dbpedia.org/resource/Brazil
http://dbpedia.org/resource/Ambala,http://dbpedia.org/resource/India
http://dbpedia.org/resource/Ambalappuzha,http://dbpedia.org/resource/India
"http://dbpedia.org/resource/Ambato,_Ecuador",http://dbpedia.org/resource/Ecuador
http://dbpedia.org/resource/Amberg,http://dbpedia.org/resource/Germany
http://dbpedia.org/resource/Ambert,http://dbpedia.org/resource/France
http://dbpedia.org/resource/Amden,http://dbpedia.org/resource/Switzerland
"http://dbpedia.org/resource/Americus,_Georgia",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Amerongen,http://dbpedia.org/resource/Netherlands
http://dbpedia.org/resource/Amersfoort,http://dbpedia.org/resource/Netherlands
http://dbpedia.org/resource/Amersham,http://dbpedia.org/resource/Buckinghamshire
http://dbpedia.org/resource/Amersham,http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Amesbury,http://dbpedia.org/resource/United_Kingdom
"http://dbpedia.org/resource/Amesbury,_Massachusetts",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Amfissa,http://dbpedia.org/resource/Greece
"http://dbpedia.org/resource/Amherst,_Massachusetts",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Amherst,_New_Hampshire",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Amiens,http://dbpedia.org/resource/France
"http://dbpedia.org/resource/Amite_City,_Louisiana",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Amityville,_New_York",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Amman,http://dbpedia.org/resource/Jordan
http://dbpedia.org/resource/Ammanford,http://dbpedia.org/resource/Wales
http://dbpedia.org/resource/Ammanford,http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Amol,http://dbpedia.org/resource/Iran
"http://dbpedia.org/resource/Amory,_Mississippi",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Amposta,http://dbpedia.org/resource/Spain
http://dbpedia.org/resource/Amravati,http://dbpedia.org/resource/India
http://dbpedia.org/resource/Amritsar,http://dbpedia.org/resource/India
http://dbpedia.org/resource/Amroha,http://dbpedia.org/resource/India
http://dbpedia.org/resource/Amsheet,http://dbpedia.org/resource/Lebanon
http://dbpedia.org/resource/Amstelveen,http://dbpedia.org/resource/Netherlands
http://dbpedia.org/resource/Amsterdam,http://dbpedia.org/resource/Netherlands
"http://dbpedia.org/resource/Amsterdam_(city),_New_York",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Anaco,http://dbpedia.org/resource/Venezuela
"http://dbpedia.org/resource/Anaconda,_Montana",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Anacortes,_Washington",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Anadarko,_Oklahoma",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Anaheim,_California",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Anambra,http://dbpedia.org/resource/Nigeria
"http://dbpedia.org/resource/Anamosa,_Iowa",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Anand,_Gujarat",http://dbpedia.org/resource/India
http://dbpedia.org/resource/Ananyiv,http://dbpedia.org/resource/Ukraine
http://dbpedia.org/resource/Ancenis,http://dbpedia.org/resource/France
"http://dbpedia.org/resource/Anchorage,_Alaska",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Anchorage,_Kentucky",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Ancoats,http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Ancona,http://dbpedia.org/resource/Italy
"http://dbpedia.org/resource/Ancón,_Panama",http://dbpedia.org/resource/Panama
http://dbpedia.org/resource/Andalusia,http://dbpedia.org/resource/Spain
"http://dbpedia.org/resource/Andalusia,_Alabama",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Andenes,http://dbpedia.org/resource/Norway
http://dbpedia.org/resource/Anderlecht,http://dbpedia.org/resource/Belgium
http://dbpedia.org/resource/Andermatt,http://dbpedia.org/resource/Switzerland
http://dbpedia.org/resource/Andernach,http://dbpedia.org/resource/Germany
"http://dbpedia.org/resource/Anderson,_Indiana",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Anderson,_South_Carolina",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Anderston,http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Andhra_Pradesh,http://dbpedia.org/resource/India
http://dbpedia.org/resource/Andimeshk,http://dbpedia.org/resource/Iran
http://dbpedia.org/resource/Andorno_Micca,http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Andorra_la_Vella,http://dbpedia.org/resource/Andorra
"http://dbpedia.org/resource/Andover,_Hampshire",http://dbpedia.org/resource/Hampshire
"http://dbpedia.org/resource/Andover,_Hampshire",http://dbpedia.org/resource/United_Kingdom
"http://dbpedia.org/resource/Andover,_Massachusetts",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Andretta,http://dbpedia.org/resource/Italy
"http://dbpedia.org/resource/Andrews,_South_Carolina",http://dbpedia.org/resource/United_States
"http://dbpedia.org/resource/Andrews,_Texas",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Andria,http://dbpedia.org/resource/Italy
"http://dbpedia.org/resource/Andros,_Bahamas",http://dbpedia.org/resource/The_Bahamas
"http://dbpedia.org/resource/Anfield,_Liverpool",http://dbpedia.org/resource/England
"http://dbpedia.org/resource/Anfield,_Liverpool",http://dbpedia.org/resource/United_Kingdom
"http://dbpedia.org/resource/Angeli,_Finland",http://dbpedia.org/resource/Finland
http://dbpedia.org/resource/Angers,http://dbpedia.org/resource/France
"http://dbpedia.org/resource/Anglès,_Girona",http://dbpedia.org/resource/Spain
"http://dbpedia.org/resource/Angostura,_Sinaloa",http://dbpedia.org/resource/Mexico
http://dbpedia.org/resource/Angoulême,http://dbpedia.org/resource/France
"http://dbpedia.org/resource/Angourie,_New_South_Wales",http://dbpedia.org/resource/Australia
http://dbpedia.org/resource/Angra_do_Heroísmo,http://dbpedia.org/resource/Portugal
"http://dbpedia.org/resource/Anguilla,_Mississippi",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Aninoasa,http://dbpedia.org/resource/Romania
http://dbpedia.org/resource/Anizy-le-Château,http://dbpedia.org/resource/France
"http://dbpedia.org/resource/Anjar,_Lebanon",http://dbpedia.org/resource/Lebanon
http://dbpedia.org/resource/Ankara,http://dbpedia.org/resource/Turkey
http://dbpedia.org/resource/Ankober,http://dbpedia.org/resource/Ethiopia
http://dbpedia.org/resource/Annaba,http://dbpedia.org/resource/Algeria
"http://dbpedia.org/resource/Annan,_Dumfries_and_Galloway",http://dbpedia.org/resource/Scotland
"http://dbpedia.org/resource/Annan,_Dumfries_and_Galloway",http://dbpedia.org/resource/United_Kingdom
"http://dbpedia.org/resource/Annandale,_New_South_Wales",http://dbpedia.org/resource/Australia
http://dbpedia.org/resource/Annecy,http://dbpedia.org/resource/France
http://dbpedia.org/resource/Annemasse,http://dbpedia.org/resource/France
"http://dbpedia.org/resource/Anniston,_Alabama",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Annone_Veneto,http://dbpedia.org/resource/Italy
"http://dbpedia.org/resource/Annville,_Kentucky",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Ano_Syros,http://dbpedia.org/resource/Greece
http://dbpedia.org/resource/Anogeia,http://dbpedia.org/resource/Greece
"http://dbpedia.org/resource/Anoka,_Minnesota",http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Anorí,http://dbpedia.org/resource/Colombia
http://dbpedia.org/resource/Ansbach,http://dbpedia.org/resource/Germany
http://dbpedia.org/resource/Anse-à-Veau,http://dbpedia.org/resource/Haiti
