place||pays
http://dbpedia.org/resource/%C4%90%E1%BB%93_S%C6%A1n||http://dbpedia.org/resource/Vietnam
http://dbpedia.org/resource/%C4%90%E1%BB%93ng_H%E1%BB%9Bi||http://dbpedia.org/resource/Vietnam
http://dbpedia.org/resource/%C4%A6al_Kirkop||http://dbpedia.org/resource/Malta
http://dbpedia.org/resource/%C4%B0kinci_%C5%9E%C4%B1xl%C4%B1||http://dbpedia.org/resource/Azerbaijan
http://dbpedia.org/resource/%C4%B0nebolu||http://dbpedia.org/resource/Turkey
http://dbpedia.org/resource/%C4%B0zmir||http://dbpedia.org/resource/Turkey
http://dbpedia.org/resource/%C4%B0zmit||http://dbpedia.org/resource/Turkey
http://dbpedia.org/resource/%C5%81%C3%B3d%C5%BA||http://dbpedia.org/resource/Poland
http://dbpedia.org/resource/%C5%81ojewo,_Kuyavian-Pomeranian_Voivodeship||http://dbpedia.org/resource/Poland
http://dbpedia.org/resource/%C5%81om%C5%BCa||http://dbpedia.org/resource/Poland
http://dbpedia.org/resource/%C5%8Cdate,_Akita||http://dbpedia.org/resource/Japan
http://dbpedia.org/resource/%C5%8Cita_Prefecture||http://dbpedia.org/resource/Japan
http://dbpedia.org/resource/%C5%8Ctsuki,_Yamanashi||http://dbpedia.org/resource/Japan
http://dbpedia.org/resource/%C5%9Awi%C4%99toch%C5%82owice||http://dbpedia.org/resource/Poland
http://dbpedia.org/resource/%C5%9Awidnica||http://dbpedia.org/resource/Poland
http://dbpedia.org/resource/%C5%9Awiebodzin||http://dbpedia.org/resource/Poland
http://dbpedia.org/resource/%C5%9Awinouj%C5%9Bcie||http://dbpedia.org/resource/Poland
http://dbpedia.org/resource/%C5%9Eamax%C4%B1||http://dbpedia.org/resource/Azerbaijan
http://dbpedia.org/resource/%C5%9Eanl%C4%B1urfa||http://dbpedia.org/resource/Turkey
http://dbpedia.org/resource/%C5%9Eanl%C4%B1urfa_Province||http://dbpedia.org/resource/Turkey
http://dbpedia.org/resource/%C5%9Eark%C4%B1%C5%9Fla||http://dbpedia.org/resource/Turkey
http://dbpedia.org/resource/%C5%9Eebinkarahisar||http://dbpedia.org/resource/Turkey
http://dbpedia.org/resource/%C5%A0abac||http://dbpedia.org/resource/Serbia
http://dbpedia.org/resource/%C5%A0afarsko||http://dbpedia.org/resource/Slovenia
http://dbpedia.org/resource/%C5%A0ahy||http://dbpedia.org/resource/Slovakia
http://dbpedia.org/resource/%C5%A0alovci||http://dbpedia.org/resource/Slovenia
http://dbpedia.org/resource/%C5%A0empeter_pri_Gorici||http://dbpedia.org/resource/Slovenia
http://dbpedia.org/resource/%C5%A0entjurij_na_Dolenjskem||http://dbpedia.org/resource/Slovenia
http://dbpedia.org/resource/%C5%A0entrupert||http://dbpedia.org/resource/Slovenia
http://dbpedia.org/resource/%C5%A0entvid_District||http://dbpedia.org/resource/Slovenia
http://dbpedia.org/resource/%C5%A0eteniai||http://dbpedia.org/resource/Lithuania
http://dbpedia.org/resource/%C5%A0iauliai||http://dbpedia.org/resource/Lithuania
http://dbpedia.org/resource/%C5%A0ibenik||http://dbpedia.org/resource/Croatia
http://dbpedia.org/resource/%C5%A0ilut%C4%97||http://dbpedia.org/resource/Lithuania
http://dbpedia.org/resource/%C5%A0ipovo||http://dbpedia.org/resource/Bosnia_and_Herzegovina
http://dbpedia.org/resource/%C5%A0iroki_Brijeg||http://dbpedia.org/resource/Bosnia_and_Herzegovina
http://dbpedia.org/resource/%C5%A0tip||http://dbpedia.org/resource/Macedonia
http://dbpedia.org/resource/%C5%A0umperk||http://dbpedia.org/resource/Czech_Republic
http://dbpedia.org/resource/%C5%A0uto_Orizari_Municipality||http://dbpedia.org/resource/Republic_of_Macedonia
http://dbpedia.org/resource/%C5%A0ventoji,_Lithuania||http://dbpedia.org/resource/Lithuania
http://dbpedia.org/resource/%C5%BBebbu%C4%A1,_Malta||http://dbpedia.org/resource/Malta
http://dbpedia.org/resource/%C5%BBejtun||http://dbpedia.org/resource/Malta
http://dbpedia.org/resource/%C5%BBmigr%C3%B3d||http://dbpedia.org/resource/Poland
http://dbpedia.org/resource/%C5%BBywiec||http://dbpedia.org/resource/Poland
http://dbpedia.org/resource/%C5%BDamberk||http://dbpedia.org/resource/Czech_Republic
http://dbpedia.org/resource/%C5%BDelezniki||http://dbpedia.org/resource/Slovenia
http://dbpedia.org/resource/%C5%BDiar_nad_Hronom||http://dbpedia.org/resource/Slovakia
http://dbpedia.org/resource/%C5%BDidlochovice||http://dbpedia.org/resource/Czech_Republic
http://dbpedia.org/resource/%C5%BDie%C5%BEmariai||http://dbpedia.org/resource/Lithuania
http://dbpedia.org/resource/%C5%BDilina||http://dbpedia.org/resource/Slovakia
http://dbpedia.org/resource/%C5%BDiri||http://dbpedia.org/resource/Slovenia
http://dbpedia.org/resource/%C5%BDitora%C4%91a||http://dbpedia.org/resource/Serbia
http://dbpedia.org/resource/%C5%BDivinice||http://dbpedia.org/resource/Bosnia_and_Herzegovina
http://dbpedia.org/resource/%C5%BDumberk||http://dbpedia.org/resource/Czech_Republic
http://dbpedia.org/resource/%C5%BDytkavi%C4%8Dy||http://dbpedia.org/resource/Belarus
http://dbpedia.org/resource/%C6%8Fmircan,_Baku||http://dbpedia.org/resource/Azerbaijan
http://dbpedia.org/resource/%C8%98tef%C4%83ne%C8%99ti,_Boto%C8%99ani||http://dbpedia.org/resource/Romania
http://dbpedia.org/resource/%C8%98tef%C4%83ne%C8%99tii_de_Jos||http://dbpedia.org/resource/Romania
http://dbpedia.org/resource/%C8%9A%C4%83nd%C4%83rei||http://dbpedia.org/resource/Romania
http://dbpedia.org/resource/'s-Hertogenbosch||http://dbpedia.org/resource/Netherlands
http://dbpedia.org/resource/14th_arrondissement_of_Paris||http://dbpedia.org/resource/France
http://dbpedia.org/resource/A%C3%AFn_M'lila||http://dbpedia.org/resource/Algeria
http://dbpedia.org/resource/A%C3%AFt_Chaf%C3%A2a||http://dbpedia.org/resource/Algeria
http://dbpedia.org/resource/A%C3%B1asco,_Puerto_Rico||http://dbpedia.org/resource/Puerto_Rico
http://dbpedia.org/resource/A%C3%B1atuya||http://dbpedia.org/resource/Argentina
http://dbpedia.org/resource/A_Coru%C3%B1a||http://dbpedia.org/resource/Spain
http://dbpedia.org/resource/Aabenraa||http://dbpedia.org/resource/Denmark
http://dbpedia.org/resource/Aachen||http://dbpedia.org/resource/Germany
http://dbpedia.org/resource/Aalborg||http://dbpedia.org/resource/Denmark
http://dbpedia.org/resource/Aarau||http://dbpedia.org/resource/Switzerland
http://dbpedia.org/resource/Aarhus||http://dbpedia.org/resource/Denmark
http://dbpedia.org/resource/Abadan,_Iran||http://dbpedia.org/resource/Iran
http://dbpedia.org/resource/Abadeh||http://dbpedia.org/resource/Iran
http://dbpedia.org/resource/Abalur||http://dbpedia.org/resource/India
http://dbpedia.org/resource/Abano_Terme||http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Abasha||http://dbpedia.org/resource/Georgia
http://dbpedia.org/resource/Abay_District,_East_Kazakhstan||http://dbpedia.org/resource/Kazakhstan
http://dbpedia.org/resource/Abbeville||http://dbpedia.org/resource/France
http://dbpedia.org/resource/Abbeville,_Louisiana||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Abbeville,_South_Carolina||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Abbeville-Saint-Lucien||http://dbpedia.org/resource/France
http://dbpedia.org/resource/Abbeyfeale||http://dbpedia.org/resource/Republic_of_Ireland
http://dbpedia.org/resource/Abbiategrasso||http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Abbotsford,_British_Columbia||http://dbpedia.org/resource/Canada
http://dbpedia.org/resource/Abbott,_Texas||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Abcoude||http://dbpedia.org/resource/Netherlands
http://dbpedia.org/resource/Abda,_Hungary||http://dbpedia.org/resource/Hungary
http://dbpedia.org/resource/Aben,_Louisiana||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Abeokuta||http://dbpedia.org/resource/Nigeria
http://dbpedia.org/resource/Abercynon||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Aberdare||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Aberdare||http://dbpedia.org/resource/Wales
http://dbpedia.org/resource/Aberdeen||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Aberdeen,_Mississippi||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Aberdeen,_Washington||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Aberfeldy,_Scotland||http://dbpedia.org/resource/Scotland
http://dbpedia.org/resource/Aberfeldy,_Scotland||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Abergavenny||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Abersychan||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Abersychan||http://dbpedia.org/resource/Wales
http://dbpedia.org/resource/Aberystwyth||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Aberystwyth||http://dbpedia.org/resource/Wales
http://dbpedia.org/resource/Abha||http://dbpedia.org/resource/Saudi_Arabia
http://dbpedia.org/resource/Abia_State||http://dbpedia.org/resource/Nigeria
http://dbpedia.org/resource/Abiko,_Chiba||http://dbpedia.org/resource/Japan
http://dbpedia.org/resource/Abilene,_Kansas||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Abilene,_Texas||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Abingdon-on-Thames||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Abingdon-on-Thames||http://dbpedia.org/resource/Oxfordshire
http://dbpedia.org/resource/Abinger||http://dbpedia.org/resource/England
http://dbpedia.org/resource/Abinger||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Abinger||http://dbpedia.org/resource/Surrey
http://dbpedia.org/resource/Abington_Township,_Montgomery_County,_Pennsylvania||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Abrams_(CDP),_Wisconsin||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Abruzzo||http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Absheron_District||http://dbpedia.org/resource/Azerbaijan
http://dbpedia.org/resource/Abuja||http://dbpedia.org/resource/Nigeria
http://dbpedia.org/resource/Acapulco||http://dbpedia.org/resource/Mexico
http://dbpedia.org/resource/Acatzingo||http://dbpedia.org/resource/Mexico
http://dbpedia.org/resource/Accra||http://dbpedia.org/resource/Ghana
http://dbpedia.org/resource/Accrington||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Accrington||http://dbpedia.org/resource/Lancashire
http://dbpedia.org/resource/Achh||http://dbpedia.org/resource/Pakistan
http://dbpedia.org/resource/Achna||http://dbpedia.org/resource/De_jure
http://dbpedia.org/resource/Achna||http://dbpedia.org/resource/De_facto
http://dbpedia.org/resource/Acireale||http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Ackerman,_Mississippi||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Aclare||http://dbpedia.org/resource/Republic_of_Ireland
http://dbpedia.org/resource/Acle||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Acle||http://dbpedia.org/resource/Norfolk
http://dbpedia.org/resource/Acocks_Green||http://dbpedia.org/resource/England
http://dbpedia.org/resource/Acocks_Green||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Acquaviva_delle_Fonti||http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Acqui_Terme||http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Acre,_Israel||http://dbpedia.org/resource/Israel
http://dbpedia.org/resource/Acton,_London||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Acy-en-Multien||http://dbpedia.org/resource/France
http://dbpedia.org/resource/Ada,_Oklahoma||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Adana||http://dbpedia.org/resource/Turkey
http://dbpedia.org/resource/Adana_Province||http://dbpedia.org/resource/Turkey
http://dbpedia.org/resource/Adapazar%C4%B1||http://dbpedia.org/resource/Turkey
http://dbpedia.org/resource/Addington_Highlands||http://dbpedia.org/resource/Canada
http://dbpedia.org/resource/Addis_Ababa||http://dbpedia.org/resource/Ethiopia
http://dbpedia.org/resource/Addiscombe||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Addlestone||http://dbpedia.org/resource/England
http://dbpedia.org/resource/Addlestone||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Addlestone||http://dbpedia.org/resource/Surrey
http://dbpedia.org/resource/Adel,_Leeds||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Adelaide||http://dbpedia.org/resource/Australia
http://dbpedia.org/resource/Aden||http://dbpedia.org/resource/Yemen
http://dbpedia.org/resource/Adiala||http://dbpedia.org/resource/Pakistan
http://dbpedia.org/resource/Adjud||http://dbpedia.org/resource/Romania
http://dbpedia.org/resource/Adoor||http://dbpedia.org/resource/India
http://dbpedia.org/resource/Adria||http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Adrian,_Michigan||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Adwa||http://dbpedia.org/resource/Ethiopia
http://dbpedia.org/resource/Aegviidu||http://dbpedia.org/resource/Estonia
http://dbpedia.org/resource/Aetomilitsa||http://dbpedia.org/resource/Greece
http://dbpedia.org/resource/Affori||http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Afula||http://dbpedia.org/resource/Israel
http://dbpedia.org/resource/Afyonkarahisar||http://dbpedia.org/resource/Turkey
http://dbpedia.org/resource/Agdam||http://dbpedia.org/resource/Azerbaijan
http://dbpedia.org/resource/Agen||http://dbpedia.org/resource/France
http://dbpedia.org/resource/Aghrib||http://dbpedia.org/resource/Algeria
http://dbpedia.org/resource/Agios_Amvrosios,_Kyrenia||http://dbpedia.org/resource/De_jure
http://dbpedia.org/resource/Agnita||http://dbpedia.org/resource/Romania
http://dbpedia.org/resource/Agouni_Gueghrane||http://dbpedia.org/resource/Algeria
http://dbpedia.org/resource/Agra||http://dbpedia.org/resource/India
http://dbpedia.org/resource/Agrigento||http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Agrinio||http://dbpedia.org/resource/Greece
http://dbpedia.org/resource/Aguada,_Puerto_Rico||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Aguadilla,_Puerto_Rico||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Aguas_Buenas,_Puerto_Rico||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Aguascalientes,_Aguascalientes||http://dbpedia.org/resource/Mexico
http://dbpedia.org/resource/Ahlen||http://dbpedia.org/resource/Germany
http://dbpedia.org/resource/Ahmadsargurab||http://dbpedia.org/resource/Iran
http://dbpedia.org/resource/Ahmedabad||http://dbpedia.org/resource/India
http://dbpedia.org/resource/Ahmednagar||http://dbpedia.org/resource/India
http://dbpedia.org/resource/Ahvaz||http://dbpedia.org/resource/Iran
http://dbpedia.org/resource/Aibonito,_Puerto_Rico||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Aichi_Prefecture||http://dbpedia.org/resource/Japan
http://dbpedia.org/resource/Aielo_de_Malferit||http://dbpedia.org/resource/Spain
http://dbpedia.org/resource/Aigio||http://dbpedia.org/resource/Greece
http://dbpedia.org/resource/Aiken,_South_Carolina||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Aileu||http://dbpedia.org/resource/East_Timor
http://dbpedia.org/resource/Ainring||http://dbpedia.org/resource/Germany
http://dbpedia.org/resource/Ainsworth,_Greater_Manchester||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Aisne||http://dbpedia.org/resource/France
http://dbpedia.org/resource/Aitkin,_Minnesota||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Aix-en-Provence||http://dbpedia.org/resource/France
http://dbpedia.org/resource/Aix-les-Bains||http://dbpedia.org/resource/France
http://dbpedia.org/resource/Ajaccio||http://dbpedia.org/resource/France
http://dbpedia.org/resource/Ajanur||http://dbpedia.org/resource/India
http://dbpedia.org/resource/Ajax,_Ontario||http://dbpedia.org/resource/Canada
http://dbpedia.org/resource/Ajdov%C5%A1%C4%8Dina||http://dbpedia.org/resource/Slovenia
http://dbpedia.org/resource/Ajitgarh||http://dbpedia.org/resource/India
http://dbpedia.org/resource/Ak%C3%A7aabat||http://dbpedia.org/resource/Turkey
http://dbpedia.org/resource/Akersloot||http://dbpedia.org/resource/Netherlands
http://dbpedia.org/resource/Akhaltsikhe||http://dbpedia.org/resource/Georgia
http://dbpedia.org/resource/Akhmim||http://dbpedia.org/resource/Egypt
http://dbpedia.org/resource/Akita,_Akita||http://dbpedia.org/resource/Japan
http://dbpedia.org/resource/Akita_Prefecture||http://dbpedia.org/resource/Japan
http://dbpedia.org/resource/Akkihebbal||http://dbpedia.org/resource/India
http://dbpedia.org/resource/Akmola_Province||http://dbpedia.org/resource/Kazakhstan
http://dbpedia.org/resource/Akron,_New_York||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Akron,_Ohio||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Akure||http://dbpedia.org/resource/Nigeria
http://dbpedia.org/resource/Akureyri||http://dbpedia.org/resource/Iceland
http://dbpedia.org/resource/Akwa_Ibom_State||http://dbpedia.org/resource/Nigeria
http://dbpedia.org/resource/Al%C3%A8s||http://dbpedia.org/resource/France
http://dbpedia.org/resource/Al-Haffah||http://dbpedia.org/resource/Syria
http://dbpedia.org/resource/Al-Hasakah||http://dbpedia.org/resource/Syria
http://dbpedia.org/resource/Al-Kafrun||http://dbpedia.org/resource/Syria
http://dbpedia.org/resource/Al-Qassabin||http://dbpedia.org/resource/Syria
http://dbpedia.org/resource/Al-Salamiyah||http://dbpedia.org/resource/Syria
http://dbpedia.org/resource/Al_Ain||http://dbpedia.org/resource/United_Arab_Emirates
http://dbpedia.org/resource/Al_Dabbah,_Sudan||http://dbpedia.org/resource/Sudan
http://dbpedia.org/resource/Al_Husn||http://dbpedia.org/resource/Jordan
http://dbpedia.org/resource/Al_Jazirah_(state)||http://dbpedia.org/resource/Sudan
http://dbpedia.org/resource/Al_Karak||http://dbpedia.org/resource/Jordan
http://dbpedia.org/resource/Ala%C5%9Fehir||http://dbpedia.org/resource/Turkey
http://dbpedia.org/resource/Alabama||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Alagoas||http://dbpedia.org/resource/Brazil
http://dbpedia.org/resource/Alamance_County,_North_Carolina||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Alameda,_California||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Alamosa,_Colorado||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Alappuzha||http://dbpedia.org/resource/India
http://dbpedia.org/resource/Alappuzha_district||http://dbpedia.org/resource/India
http://dbpedia.org/resource/Alaska||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Alatskivi||http://dbpedia.org/resource/Estonia
http://dbpedia.org/resource/Alavere,_Harju_County||http://dbpedia.org/resource/Estonia
http://dbpedia.org/resource/Alba,_Piedmont||http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Alba_County||http://dbpedia.org/resource/Romania
http://dbpedia.org/resource/Alba_County||http://dbpedia.org/resource/Kingdom_of_Romania
http://dbpedia.org/resource/Alba_Iulia||http://dbpedia.org/resource/Romania
http://dbpedia.org/resource/Albacete||http://dbpedia.org/resource/Spain
http://dbpedia.org/resource/Albalate_de_Cinca||http://dbpedia.org/resource/Spain
http://dbpedia.org/resource/Albany,_California||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Albany,_Missouri||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Albany,_Oregon||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Albany,_Texas||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Albany,_Western_Australia||http://dbpedia.org/resource/Australia
http://dbpedia.org/resource/Albany_Creek,_Queensland||http://dbpedia.org/resource/Australia
http://dbpedia.org/resource/Albemarle,_North_Carolina||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Albert_Lea,_Minnesota||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Albi||http://dbpedia.org/resource/France
http://dbpedia.org/resource/Albufeira||http://dbpedia.org/resource/Portugal
http://dbpedia.org/resource/Albury||http://dbpedia.org/resource/Australia
http://dbpedia.org/resource/Alcal%C3%A1_de_Henares||http://dbpedia.org/resource/Spain
http://dbpedia.org/resource/Alcoa,_Tennessee||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Alcoy,_Spain||http://dbpedia.org/resource/Spain
http://dbpedia.org/resource/Aldarkhaan,_Zavkhan||http://dbpedia.org/resource/Mongolia
http://dbpedia.org/resource/Aldeburgh||http://dbpedia.org/resource/Suffolk
http://dbpedia.org/resource/Aldeburgh||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Aldershot||http://dbpedia.org/resource/Hampshire
http://dbpedia.org/resource/Aldershot||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Alderson,_West_Virginia||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Aldgate||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Aldwincle||http://dbpedia.org/resource/England
http://dbpedia.org/resource/Aldwincle||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Aldwincle||http://dbpedia.org/resource/Northamptonshire
http://dbpedia.org/resource/Aledo,_Illinois||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Alen%C3%A7on||http://dbpedia.org/resource/France
http://dbpedia.org/resource/Alentejo||http://dbpedia.org/resource/Portugal
http://dbpedia.org/resource/Alert_Bay||http://dbpedia.org/resource/Canada
http://dbpedia.org/resource/Alessandria||http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Alexandra,_Gauteng||http://dbpedia.org/resource/South_Africa
http://dbpedia.org/resource/Alexandria||http://dbpedia.org/resource/Egypt
http://dbpedia.org/resource/Aleysk||http://dbpedia.org/resource/Russia
http://dbpedia.org/resource/Algeciras||http://dbpedia.org/resource/Spain
